,Partner,Wkt,Runs,In,Out,Inns,Opposition,Ground,Start Date,Match,Batsman,NO,Format
230,ML Hayden,6,64,5/158,6/222,1,India,Sharjah,19 Apr 1994,910,JL Langer,False,ODI
231,IA Healy,6,24,5/205,6/229,1,West Indies,Georgetown,18 Mar 1995,989,JL Langer,False,ODI
232,SR Waugh,4,1,3/26,4/27,1,West Indies,Melbourne,26 Dec 1996,1346,JL Langer,False,Test
233,ME Waugh,4,79,3/63,4/142,1,England,Lord's,25 May 1997,1213,JL Langer,False,ODI
234,ME Waugh,3,17,2/135,3/152,3,Pakistan,Karachi,22 Oct 1998,1427,JL Langer,False,Test
235,SR Waugh,4,59,3/96,4/155,1,West Indies,St John's,3 Apr 1999,1454,JL Langer,False,Test
236,ME Waugh,3,89,2/7,3/96,2,Zimbabwe,Harare,14 Oct 1999,1463,JL Langer,False,Test
237,ML Hayden,1,55,-,1/55,2,Pakistan,Sharjah,11 Oct 2002,1617,JL Langer,False,Test
238,ML Hayden,1,31,-,1/31,2,England,Perth,29 Nov 2002,1629,JL Langer,False,Test
239,ML Hayden,1,18,-,1/18,3,England,Lord's,21 Jul 2005,1756,JL Langer,False,Test
240,RS Bopara,6,24,5/97,6/121,1,New Zealand,Hamilton,12 Feb 2008,2677,AN Cook,False,ODI
241,TT Bresnan,6,75,5/157,6/232,1,Sri Lanka,Lord's,3 Jul 2011,3168,AN Cook,False,ODI
242,KP Pietersen,3,21,2/338,3/359,2,India,Kolkata,5 Dec 2012,2065,AN Cook,False,Test
243,N Hussain,3,108,2/35,3/143,4,New Zealand,Lord's,20 May 2004,1700,AJ Strauss,False,Test
244,ME Trescothick,3,26,2/44,3/70,1,Sri Lanka,Southampton,17 Sep 2004,2177,AJ Strauss,False,ODI
245,ME Trescothick,3,41,2/43,3/84,1,West Indies,The Oval,25 Sep 2004,2182,AJ Strauss,False,ODI
246,MP Vaughan,3,56,2/61,3/117,2,South Africa,East London,9 Feb 2005,2224,AJ Strauss,False,ODI
247,AN Cook,2,13,1/56,2/69,2,Sri Lanka,Birmingham,25 May 2006,1803,AJ Strauss,False,Test
248,GJ Batty,7,16,6/98,7/114,1,West Indies,Port of Spain,15 Mar 2009,86,AJ Strauss,False,T20I
249,C Kieswetter,1,75,-,1/75,2,Bangladesh,Nottingham,8 Jul 2010,3018,AJ Strauss,False,ODI
250,IJL Trott,2,37,1/1,2/38,1,Australia,Sydney,23 Jan 2011,3086,AJ Strauss,False,ODI
251,MG Bevan,5,159,4/54,5/213,1,Sri Lanka,Melbourne,9 Jan 1996,1032,RT Ponting,False,ODI
252,MG Bevan,5,61,4/39,5/100,1,Sri Lanka,Melbourne,18 Jan 1996,1041,RT Ponting,False,ODI
253,SG Law,5,16,4/200,5/216,1,West Indies,Jaipur,4 Mar 1996,1072,RT Ponting,False,ODI
254,SR Waugh,3,5,2/76,3/81,2,Pakistan,Adelaide,15 Dec 1996,1152,RT Ponting,False,ODI
255,MG Bevan,3,55,2/87,3/142,1,Zimbabwe,Ahmedabad,3 Apr 1998,1302,RT Ponting,False,ODI
256,DR Martyn,4,38,3/100,4/138,1,Sri Lanka,Perth,31 Jan 1999,1398,RT Ponting,False,ODI
257,MG Bevan,6,35,5/171,6/206,2,West Indies,Bridgetown,24 Apr 1999,1441,RT Ponting,False,ODI
258,DS Lehmann,3,1,2/74,3/75,1,Sri Lanka,Colombo (RPS),31 Aug 1999,1491,RT Ponting,False,ODI
259,SR Waugh,5,239,4/52,5/291,1,India,Adelaide,10 Dec 1999,1476,RT Ponting,False,Test
260,DS Lehmann,2,144,1/54,2/198,2,Zimbabwe,Melbourne,21 Jan 2001,1674,RT Ponting,False,ODI
261,DR Martyn,2,44,1/66,2/110,1,Zimbabwe,Perth,4 Feb 2001,1683,RT Ponting,False,ODI
262,A Symonds,4,13,3/198,4/211,2,England,Bristol,10 Jun 2001,1721,RT Ponting,False,ODI
263,JL Langer,2,102,1/80,2/182,1,South Africa,Adelaide,14 Dec 2001,1576,RT Ponting,False,Test
264,JL Langer,2,28,1/219,2/247,1,South Africa,Sydney,2 Jan 2002,1582,RT Ponting,False,Test
265,SR Waugh,4,42,3/64,4/106,1,South Africa,Melbourne,13 Jan 2002,1784,RT Ponting,False,ODI
266,DR Martyn,3,41,2/76,3/117,1,South Africa,Perth,3 Feb 2002,1802,RT Ponting,False,ODI
267,ME Waugh,3,108,2/61,3/169,1,South Africa,Durban,15 Mar 2002,1595,RT Ponting,False,Test
268,ML Hayden,2,6,1/33,2/39,2,South Africa,Potchefstroom,27 Mar 2002,1821,RT Ponting,False,ODI
269,DS Lehmann,3,141,2/151,3/292,1,West Indies,Bridgetown,1 May 2003,1643,RT Ponting,False,Test
270,A Symonds,3,31,2/48,3/79,1,West Indies,Gros Islet,21 May 2003,2016,RT Ponting,False,ODI
271,AC Gilchrist,2,15,1/90,2/105,1,West Indies,St George's,30 May 2003,2020,RT Ponting,False,ODI
272,MG Bevan,3,44,2/84,3/128,1,Zimbabwe,Adelaide,26 Jan 2004,2089,RT Ponting,False,ODI
273,ML Hayden,2,84,1/91,2/175,3,Sri Lanka,Galle,8 Mar 2004,1685,RT Ponting,False,Test
274,DR Martyn,3,88,2/119,3/207,1,West Indies,Melbourne,14 Jan 2005,2204,RT Ponting,False,ODI
275,ML Hayden,2,99,1/0,2/99,1,New Zealand,Christchurch,22 Feb 2005,2228,RT Ponting,False,ODI
276,SM Katich,2,17,1/68,2/85,1,New Zealand,Auckland,26 Feb 2005,2230,RT Ponting,False,ODI
277,DR Martyn,3,26,2/129,3/155,3,England,Nottingham,25 Aug 2005,1762,RT Ponting,False,Test
278,DR Martyn,3,103,2/173,3/276,1,ICC World XI,Melbourne (Docklands),7 Oct 2005,2283,RT Ponting,False,ODI
279,SM Katich,2,1,1/51,2/52,2,Sri Lanka,Adelaide,10 Feb 2006,2326,RT Ponting,False,ODI
280,JN Gillespie,3,90,2/120,3/210,2,Bangladesh,Chattogram,16 Apr 2006,1799,RT Ponting,False,Test
281,MEK Hussey,3,18,2/100,3/118,2,England,Sydney,2 Jan 2007,1826,RT Ponting,False,Test
282,ML Hayden,2,66,1/10,2/76,1,West Indies,North Sound,27 Mar 2007,2555,RT Ponting,False,ODI
283,MJ Clarke,3,112,2/89,3/201,2,England,North Sound,8 Apr 2007,2565,RT Ponting,False,ODI
284,A Symonds,3,37,2/224,3/261,1,Sri Lanka,Bridgetown,28 Apr 2007,2581,RT Ponting,False,ODI
285,MJ Clarke,3,5,2/39,3/44,1,Sri Lanka,Melbourne,22 Feb 2008,2683,RT Ponting,False,ODI
286,ML Hayden,2,8,1/29,2/37,4,India,Nagpur,6 Nov 2008,1892,RT Ponting,False,Test
287,MEK Hussey,3,61,2/29,3/90,2,South Africa,Brisbane,13 Jan 2009,81,RT Ponting,False,T20I
288,MJ Clarke,3,4,2/23,3/27,1,New Zealand,Perth,1 Feb 2009,2811,RT Ponting,False,ODI
289,MEK Hussey,3,127,2/90,3/217,4,England,The Oval,20 Aug 2009,1931,RT Ponting,False,Test
290,MEK Hussey,3,88,2/87,3/175,1,India,Centurion,28 Sep 2009,2901,RT Ponting,False,ODI
291,CL White,3,35,2/88,3/123,1,India,Mohali,2 Nov 2009,2919,RT Ponting,False,ODI
292,SM Katich,2,79,1/25,2/104,1,New Zealand,Wellington,19 Mar 2010,1955,RT Ponting,False,Test
293,SM Katich,2,38,1/25,2/63,1,New Zealand,Hamilton,27 Mar 2010,1957,RT Ponting,False,Test
294,SR Watson,2,141,1/13,2/154,1,India,Mohali,1 Oct 2010,1972,RT Ponting,False,Test
295,MJ Clarke,3,4,2/140,3/144,1,Zimbabwe,Ahmedabad,21 Feb 2011,3103,RT Ponting,False,ODI
296,SR Watson,2,65,1/16,2/81,1,Bangladesh,Dhaka,9 Apr 2011,3149,RT Ponting,False,ODI
297,SR Watson,3,19,2/65,3/84,2,West Indies,Bridgetown,7 Apr 2012,2040,RT Ponting,False,Test
298,AP Gurusinha,6,1,5/178,6/179,1,India,Pune,5 Dec 1990,646,MS Atapattu,False,ODI
299,HP Tillakaratne,6,7,5/84,6/91,2,Pakistan,Rawalpindi,19 Jan 1992,710,MS Atapattu,False,ODI
300,A Ranatunga,5,27,4/105,5/132,1,Pakistan,Sharjah,12 Nov 1996,1143,MS Atapattu,False,ODI
301,RS Mahanama,2,45,1/14,2/59,2,Zimbabwe,Sharjah,8 Apr 1997,1194,MS Atapattu,False,ODI
302,ST Jayasuriya,2,14,1/157,2/171,3,Pakistan,Colombo (SSC),26 Apr 1997,1367,MS Atapattu,False,Test
303,ST Jayasuriya,2,138,1/8,2/146,2,India,Mumbai,17 May 1997,1207,MS Atapattu,False,ODI
304,HP Tillakaratne,4,17,3/68,4/85,1,New Zealand,Hyderabad (Deccan),20 May 1997,1208,MS Atapattu,False,ODI
305,HDPK Dharmasena,7,10,6/199,7/209,1,Pakistan,Colombo (RPS),14 Jul 1997,1216,MS Atapattu,False,ODI
306,A Ranatunga,4,21,3/279,4/300,1,India,Colombo (RPS),17 Aug 1997,1223,MS Atapattu,False,ODI
307,PA de Silva,2,11,1/85,2/96,2,India,Colombo (SSC),23 Aug 1997,1225,MS Atapattu,False,ODI
308,ST Jayasuriya,1,65,-,1/65,2,Pakistan,Lahore,5 Nov 1997,1251,MS Atapattu,False,ODI
309,ST Jayasuriya,1,53,-,1/53,1,South Africa,Centurion,27 Mar 1998,1414,MS Atapattu,False,Test
310,A Ranatunga,3,43,2/120,3/163,2,Australia,Hobart,21 Jan 1999,1389,MS Atapattu,False,ODI
311,HP Tillakaratne,2,54,1/72,2/126,2,Australia,Perth,31 Jan 1999,1398,MS Atapattu,False,ODI
312,RP Arnold,4,39,3/9,4/48,3,Pakistan,Dhaka,12 Mar 1999,1450,MS Atapattu,False,Test
313,RP Arnold,2,30,1/15,2/45,2,Australia,Colombo (RPS),26 Aug 1999,1488,MS Atapattu,False,ODI
314,RP Arnold,2,80,1/17,2/97,2,Zimbabwe,Harare,26 Nov 1999,1473,MS Atapattu,False,Test
315,ST Jayasuriya,1,10,-,1/10,4,Zimbabwe,Harare,26 Nov 1999,1473,MS Atapattu,False,Test
316,DPMD Jayawardene,3,44,2/159,3/203,2,Zimbabwe,Sharjah,21 Oct 2000,1642,MS Atapattu,False,ODI
317,WPUJC Vaas,7,6,6/228,7/234,1,Zimbabwe,Sharjah,25 Oct 2000,1646,MS Atapattu,False,ODI
318,ST Jayasuriya,2,46,1/44,2/90,1,India,Sharjah,29 Oct 2000,1652,MS Atapattu,False,ODI
319,ST Jayasuriya,1,0,-,1/0,2,South Africa,Durban,26 Dec 2000,1526,MS Atapattu,False,Test
320,ST Jayasuriya,1,6,-,1/6,2,South Africa,Centurion,20 Jan 2001,1529,MS Atapattu,False,Test
321,RP Arnold,5,30,4/120,5/150,2,New Zealand,Christchurch,11 Feb 2001,1688,MS Atapattu,False,ODI
322,DPMD Jayawardene,3,111,2/122,3/233,1,Pakistan,Sharjah,20 Apr 2001,1711,MS Atapattu,False,ODI
323,RP Arnold,5,110,4/27,5/137,2,New Zealand,Colombo (RPS),25 Jul 2001,1738,MS Atapattu,False,ODI
324,ST Jayasuriya,2,27,1/92,2/119,2,West Indies,Colombo (RPS),11 Dec 2001,1778,MS Atapattu,False,ODI
325,DPMD Jayawardene,3,40,2/114,3/154,1,West Indies,Colombo (RPS),19 Dec 2001,1782,MS Atapattu,False,ODI
326,KC Sangakkara,2,14,1/59,2/73,1,England,Manchester,7 Jul 2002,1853,MS Atapattu,False,ODI
327,DNT Zoysa,4,5,3/160,4/165,2,India,Bristol,11 Jul 2002,1855,MS Atapattu,False,ODI
328,RP Arnold,4,52,3/151,4/203,2,Bangladesh,Colombo (SSC),4 Aug 2002,1857,MS Atapattu,False,ODI
329,ST Jayasuriya,1,42,-,1/42,1,Pakistan,Tangier,17 Aug 2002,1863,MS Atapattu,False,ODI
330,ST Jayasuriya,1,44,-,1/44,2,Pakistan,Colombo (RPS),12 Sep 2002,1874,MS Atapattu,False,ODI
331,ST Jayasuriya,1,58,-,1/58,1,South Africa,Kimberley,4 Dec 2002,1911,MS Atapattu,False,ODI
332,DPMD Jayawardene,3,16,2/267,3/283,1,Australia,Sydney,9 Jan 2003,1931,MS Atapattu,False,ODI
333,ST Jayasuriya,1,11,-,1/11,1,West Indies,Cape Town,28 Feb 2003,1973,MS Atapattu,False,ODI
334,KC Sangakkara,3,75,2/78,3/153,2,West Indies,Bridgetown,8 Jun 2003,2023,MS Atapattu,False,ODI
335,ST Jayasuriya,1,121,-,1/121,1,Australia,Dambulla,22 Feb 2004,2103,MS Atapattu,False,ODI
336,KC Sangakkara,3,28,2/128,3/156,1,India,Dambulla,18 Jul 2004,2148,MS Atapattu,False,ODI
337,TM Dilshan,5,24,4/150,5/174,1,India,Colombo (RPS),1 Aug 2004,2155,MS Atapattu,False,ODI
338,TM Dilshan,5,11,4/233,5/244,1,Pakistan,Lahore,14 Oct 2004,2187,MS Atapattu,False,ODI
339,DPMD Jayawardene,2,36,1/19,2/55,2,India,Dambulla,30 Jul 2005,2262,MS Atapattu,False,ODI
340,DPMD Jayawardene,4,20,3/171,4/191,1,West Indies,Dambulla,2 Aug 2005,2264,MS Atapattu,False,ODI
341,DPMD Jayawardene,3,42,2/36,3/78,2,India,Dambulla,3 Aug 2005,2265,MS Atapattu,False,ODI
342,RP Arnold,7,37,6/217,7/254,1,New Zealand,Christchurch,3 Jan 2006,2310,MS Atapattu,False,ODI
343,RP Arnold,6,15,5/244,6/259,1,South Africa,Brisbane,17 Jan 2006,2315,MS Atapattu,False,ODI
344,TM Dilshan,4,49,3/68,4/117,2,South Africa,Adelaide,24 Jan 2006,2318,MS Atapattu,False,ODI
345,MF Maharoof,6,39,5/186,6/225,1,Pakistan,Jaipur,17 Oct 2006,2431,MS Atapattu,False,ODI
346,A Ranatunga,6,0,5/114,6/114,1,New Zealand,Napier,26 Jan 1991,665,ST Jayasuriya,False,ODI
347,GP Wickramasinghe,10,35,9/205,10/240,1,Pakistan,Faisalabad,2 Jan 1992,1182,ST Jayasuriya,False,Test
348,HP Tillakaratne,5,39,4/79,5/118,1,Pakistan,Sargodha,10 Jan 1992,700,ST Jayasuriya,False,ODI
349,HP Tillakaratne,5,9,4/75,5/84,2,Pakistan,Rawalpindi,19 Jan 1992,710,ST Jayasuriya,False,ODI
350,HP Tillakaratne,6,9,5/172,6/181,1,New Zealand,Hamilton,25 Feb 1992,718,ST Jayasuriya,False,ODI
351,RS Kalpage,6,16,5/246,6/262,1,New Zealand,Colombo (RPS),13 Dec 1992,778,ST Jayasuriya,False,ODI
352,A Ranatunga,4,6,3/121,4/127,1,South Africa,Kandy,22 Aug 1993,836,ST Jayasuriya,False,ODI
353,HP Tillakaratne,4,21,3/40,4/61,1,Australia,Sharjah,14 Apr 1994,905,ST Jayasuriya,False,ODI
354,RS Mahanama,1,7,-,1/7,2,India,Colombo (RPS),5 Sep 1994,922,ST Jayasuriya,False,ODI
355,RS Kaluwitharana,1,12,-,1/12,2,Australia,Lahore,17 Mar 1996,1083,ST Jayasuriya,False,ODI
356,HP Tillakaratne,4,43,3/39,4/82,2,New Zealand,Sharjah,11 Nov 1996,1142,ST Jayasuriya,False,ODI
357,RS Mahanama,1,5,-,1/5,4,New Zealand,Hamilton,14 Mar 1997,1359,ST Jayasuriya,False,Test
358,RS Kaluwitharana,1,4,-,1/4,2,Australia,Hobart,21 Jan 1999,1389,ST Jayasuriya,False,ODI
359,RS Kaluwitharana,1,5,-,1/5,2,India,Taunton,26 May 1999,1463,ST Jayasuriya,False,ODI
360,RS Kaluwitharana,5,11,4/191,5/202,1,India,Dhaka,1 Jun 2000,1598,ST Jayasuriya,False,ODI
361,DA Gunawardene,1,0,-,1/0,1,South Africa,Galle,6 Jul 2000,1604,ST Jayasuriya,False,ODI
362,KC Sangakkara,4,7,3/167,4/174,1,South Africa,Colombo (RPS),14 Jul 2000,1614,ST Jayasuriya,False,ODI
363,MS Atapattu,1,18,-,1/18,1,India,Kandy,22 Aug 2001,1557,ST Jayasuriya,False,Test
364,MS Atapattu,1,38,-,1/38,1,England,Lord's,16 May 2002,1603,ST Jayasuriya,False,Test
365,MS Atapattu,1,13,-,1/13,1,Australia,Brisbane,15 Jan 2003,1936,ST Jayasuriya,False,ODI
366,KC Sangakkara,5,8,4/150,5/158,2,England,Adelaide,17 Jan 2003,1937,ST Jayasuriya,False,ODI
367,MS Atapattu,1,37,-,1/37,1,South Africa,Durban,3 Mar 2003,1979,ST Jayasuriya,False,ODI
368,RS Kaluwitharana,1,10,-,1/10,1,West Indies,Kingstown,11 Jun 2003,2024,ST Jayasuriya,False,ODI
369,RS Kaluwitharana,1,12,-,1/12,2,Australia,Dambulla,20 Feb 2004,2102,ST Jayasuriya,False,ODI
370,DA Gunawardene,1,14,-,1/14,2,South Africa,Dambulla,28 Aug 2004,2161,ST Jayasuriya,False,ODI
371,MS Atapattu,2,109,1/4,2/113,1,Pakistan,Karachi,6 Oct 2004,2185,ST Jayasuriya,False,ODI
372,DPMD Jayawardene,4,55,3/67,4/122,1,India,Colombo (RPS),9 Aug 2005,2268,ST Jayasuriya,False,ODI
373,WU Tharanga,1,38,-,1/38,2,England,Chester-le-Street,24 Jun 2006,2386,ST Jayasuriya,False,ODI
374,WU Tharanga,1,38,-,1/38,1,Zimbabwe,Ahmedabad,10 Oct 2006,2425,ST Jayasuriya,False,ODI
375,WU Tharanga,1,18,-,1/18,3,New Zealand,Christchurch,7 Dec 2006,1820,ST Jayasuriya,False,Test
376,KC Sangakkara,2,2,1/4,2/6,1,India,Adelaide,19 Feb 2008,2681,ST Jayasuriya,False,ODI
377,WU Tharanga,1,0,-,1/0,2,Bangladesh,Dhaka,16 Jan 2009,2794,ST Jayasuriya,False,ODI
378,SR Tendulkar,3,44,2/24,3/68,2,Bangladesh,Dhaka,10 Dec 2004,1725,G Gambhir,False,Test
379,IK Pathan,2,39,1/13,2/52,2,South Africa,Bengaluru,19 Nov 2005,2298,G Gambhir,False,ODI
380,RG Sharma,3,64,2/49,3/113,1,Sri Lanka,Canberra,12 Feb 2008,2676,G Gambhir,False,ODI
381,SR Tendulkar,2,6,1/50,2/56,2,Australia,Sydney,2 Mar 2008,2688,G Gambhir,False,ODI
382,V Sehwag,2,15,1/9,2/24,1,Sri Lanka,Colombo (RPS),3 Feb 2009,2813,G Gambhir,False,ODI
383,R Dravid,2,67,1/23,2/90,2,Pakistan,Centurion,26 Sep 2009,2898,G Gambhir,False,ODI
384,MS Dhoni,4,119,3/97,4/216,1,Australia,Nagpur,28 Oct 2009,2915,G Gambhir,False,ODI
385,V Sehwag,1,58,-,1/58,2,Sri Lanka,Mohali,12 Dec 2009,127,G Gambhir,False,T20I
386,SR Tendulkar,2,15,1/4,2/19,1,Sri Lanka,Nagpur,18 Dec 2009,2933,G Gambhir,False,ODI
387,V Sehwag,1,73,-,1/73,2,South Africa,Kolkata,14 Feb 2010,1952,G Gambhir,False,Test
388,KD Karthik,1,38,-,1/38,1,Sri Lanka,Dambulla,24 Jun 2010,3001,G Gambhir,False,ODI
389,Yuvraj Singh,4,25,3/143,4/168,2,Australia,Ahmedabad,24 Mar 2011,3143,G Gambhir,False,ODI
390,V Sehwag,1,89,-,1/89,2,West Indies,Delhi,6 Nov 2011,2015,G Gambhir,False,Test
391,V Sehwag,1,176,-,1/176,1,West Indies,Indore,8 Dec 2011,3223,G Gambhir,False,ODI
392,MS Dhoni,5,60,4/118,5/178,2,Sri Lanka,Adelaide,14 Feb 2012,3239,G Gambhir,False,ODI
393,V Kohli,3,115,2/86,3/201,2,Sri Lanka,Hobart,28 Feb 2012,3251,G Gambhir,False,ODI
394,SK Raina,5,16,4/180,5/196,2,Sri Lanka,Colombo (RPS),28 Jul 2012,3293,G Gambhir,False,ODI
395,IK Pathan,1,21,-,1/21,1,Australia,Colombo (RPS),28 Sep 2012,278,G Gambhir,False,T20I
396,V Kohli,2,13,1/77,2/90,1,Pakistan,Bengaluru,25 Dec 2012,296,G Gambhir,False,T20I
397,CA Pujara,2,3,1/6,2/9,3,England,The Oval,15 Aug 2014,2137,G Gambhir,False,Test
398,R Dravid,3,50,2/9,3/59,2,New Zealand,Colombo (RPS),26 Jul 2001,1739,V Sehwag,False,ODI
399,SC Ganguly,1,5,-,1/5,2,Sri Lanka,Colombo (RPS),5 Aug 2001,1744,V Sehwag,False,ODI
400,D Mongia,2,41,1/32,2/73,1,Sri Lanka,Bristol,11 Jul 2002,1855,V Sehwag,False,ODI
401,Harbhajan Singh,7,17,6/187,7/204,2,New Zealand,Napier,29 Dec 2002,1927,V Sehwag,False,ODI
402,R Dravid,4,88,3/59,4/147,2,Australia,Johannesburg,23 Mar 2003,1993,V Sehwag,False,ODI
403,SR Tendulkar,1,0,-,1/0,1,U.A.E.,Dambulla,16 Jul 2004,2144,V Sehwag,False,ODI
404,SC Ganguly,3,38,2/33,3/71,2,Sri Lanka,Dambulla,18 Jul 2004,2148,V Sehwag,False,ODI
405,G Gambhir,1,87,-,1/87,4,Pakistan,Bengaluru,24 Mar 2005,1743,V Sehwag,False,Test
406,SR Tendulkar,1,65,-,1/65,1,Pakistan,Ahmedabad,12 Apr 2005,2238,V Sehwag,False,ODI
407,R Dravid,6,12,5/87,6/99,2,Australia,Melbourne (Docklands),9 Oct 2005,2284,V Sehwag,False,ODI
408,R Dravid,2,18,1/105,2/123,2,Pakistan,Rawalpindi,11 Feb 2006,2327,V Sehwag,False,ODI
409,R Dravid,1,56,-,1/56,2,West Indies,Kingston,18 May 2006,2377,V Sehwag,False,ODI
410,SR Tendulkar,3,14,2/20,3/34,2,Australia,Kuala Lumpur,16 Sep 2006,2416,V Sehwag,False,ODI
411,D Mongia,2,43,1/17,2/60,2,South Africa,Johannesburg,1 Dec 2006,10,V Sehwag,False,T20I
412,SC Ganguly,3,12,2/106,3/118,2,Sri Lanka,Visakhapatnam,17 Feb 2007,2525,V Sehwag,False,ODI
413,SR Tendulkar,3,107,2/48,3/155,2,Pakistan,Gwalior,15 Nov 2007,2646,V Sehwag,False,ODI
414,G Gambhir,1,5,-,1/5,1,Australia,Melbourne,1 Feb 2008,52,V Sehwag,False,T20I
415,G Gambhir,1,30,-,1/30,3,England,Mohali,19 Dec 2008,1901,V Sehwag,False,Test
416,Yuvraj Singh,3,21,2/62,3/83,1,Sri Lanka,Colombo (RPS),31 Jan 2009,2810,V Sehwag,False,ODI
417,MS Dhoni,4,20,3/245,4/265,1,Sri Lanka,Colombo (RPS),3 Feb 2009,2813,V Sehwag,False,ODI
418,G Gambhir,1,14,-,1/14,2,Sri Lanka,Colombo (RPS),10 Feb 2009,82,V Sehwag,False,T20I
419,G Gambhir,1,37,-,1/37,2,New Zealand,Hamilton,18 Mar 2009,1915,V Sehwag,False,Test
420,G Gambhir,1,28,-,1/28,2,Bangladesh,Dhaka,7 Jan 2010,2939,V Sehwag,False,ODI
421,KD Karthik,2,79,1/10,2/89,1,South Africa,Jaipur,21 Feb 2010,2961,V Sehwag,False,ODI
422,V Kohli,2,29,1/9,2/38,2,Sri Lanka,Dambulla,28 Aug 2010,3040,V Sehwag,False,ODI
423,R Dravid,2,1,1/0,2/1,3,New Zealand,Ahmedabad,4 Nov 2010,1974,V Sehwag,False,Test
424,V Kohli,2,173,1/7,2/180,1,Sri Lanka,Hambantota,21 Jul 2012,3291,V Sehwag,False,ODI
425,G Gambhir,1,47,-,1/47,1,England,Kolkata,5 Dec 2012,2065,V Sehwag,False,Test
426,SR Tendulkar,4,5,3/42,4/47,2,Australia,Bengaluru,21 Oct 1996,1129,SC Ganguly,False,ODI
427,R Dravid,1,0,-,1/0,1,South Africa,Port Elizabeth,2 Feb 1997,1172,SC Ganguly,False,ODI
428,A Jadeja,4,5,3/171,4/176,1,South Africa,East London,4 Feb 1997,1173,SC Ganguly,False,ODI
429,SR Tendulkar,1,43,-,1/43,1,South Africa,Durban,12 Feb 1997,1176,SC Ganguly,False,ODI
430,V Rathour,2,10,1/23,2/33,1,Zimbabwe,Bulawayo,15 Feb 1997,1178,SC Ganguly,False,ODI
431,SR Tendulkar,1,58,-,1/58,2,Sri Lanka,Colombo (RPS),17 Aug 1997,1223,SC Ganguly,False,ODI
432,NS Sidhu,1,43,-,1/43,2,Pakistan,Toronto,16 Sep 1998,1351,SC Ganguly,False,ODI
433,SR Tendulkar,1,1,-,1/1,1,Sri Lanka,Sharjah,9 Nov 1998,1370,SC Ganguly,False,ODI
434,M Azharuddin,3,7,2/197,3/204,1,South Africa,Hove,15 May 1999,1444,SC Ganguly,False,ODI
435,R Dravid,2,44,1/49,2/93,1,England,Birmingham,29 May 1999,1467,SC Ganguly,False,ODI
436,SR Tendulkar,1,49,-,1/49,1,Sri Lanka,Colombo (RPS),25 Aug 1999,1487,SC Ganguly,False,ODI
437,RR Singh,6,12,5/137,6/149,1,West Indies,Singapore,7 Sep 1999,1495,SC Ganguly,False,ODI
438,SR Tendulkar,1,10,-,1/10,1,New Zealand,Hyderabad (Deccan),8 Nov 1999,1523,SC Ganguly,False,ODI
439,R Dravid,4,109,3/68,4/177,2,Australia,Melbourne,12 Jan 2000,1539,SC Ganguly,False,ODI
440,R Dravid,4,2,3/154,4/156,3,Australia,Mumbai,27 Feb 2001,1531,SC Ganguly,False,Test
441,VVS Laxman,2,81,1/109,2/190,1,Zimbabwe,Mohali,10 Mar 2002,1815,SC Ganguly,False,ODI
442,V Sehwag,1,32,-,1/32,1,Sri Lanka,Bristol,11 Jul 2002,1855,SC Ganguly,False,ODI
443,R Dravid,4,2,3/83,4/85,2,Australia,Adelaide,12 Dec 2003,1673,SC Ganguly,False,Test
444,SB Bangar,6,0,5/257,6/257,2,Australia,Melbourne,9 Jan 2004,2077,SC Ganguly,False,ODI
445,R Dravid,5,131,4/261,5/392,2,Pakistan,Rawalpindi,13 Apr 2004,1697,SC Ganguly,False,Test
446,VVS Laxman,2,8,1/2,2/10,2,England,The Oval,3 Sep 2004,2165,SC Ganguly,False,ODI
447,R Dravid,3,5,2/7,3/12,4,Australia,Bengaluru,6 Oct 2004,1713,SC Ganguly,False,Test
448,SR Tendulkar,3,48,2/194,3/242,1,Pakistan,Ahmedabad,12 Apr 2005,2238,SC Ganguly,False,ODI
449,MS Dhoni,3,5,2/214,3/219,1,West Indies,Nagpur,21 Jan 2007,2480,SC Ganguly,False,ODI
450,SR Tendulkar,1,15,-,1/15,2,England,Southampton,21 Aug 2007,2611,SC Ganguly,False,ODI
451,SR Tendulkar,1,5,-,1/5,1,Australia,Vadodara,11 Oct 2007,2629,SC Ganguly,False,ODI
452,G Gambhir,2,82,1/14,2/96,2,Pakistan,Guwahati,5 Nov 2007,2643,SC Ganguly,False,ODI
453,A Jadeja,4,20,3/28,4/48,2,Zimbabwe,Sharjah,11 Nov 1998,1373,VVS Laxman,False,ODI
454,HK Badani,4,93,3/60,4/153,1,Australia,Pune,28 Mar 2001,1698,VVS Laxman,False,ODI
455,SR Tendulkar,2,199,1/32,2/231,1,Australia,Indore,31 Mar 2001,1699,VVS Laxman,False,ODI
456,D Mongia,3,11,2/99,3/110,2,England,Cuttack,22 Jan 2002,1792,VVS Laxman,False,ODI
457,M Kaif,4,22,3/171,4/193,1,Zimbabwe,Faridabad,7 Mar 2002,1814,VVS Laxman,False,ODI
458,D Mongia,2,46,1/52,2/98,1,Zimbabwe,Guwahati,19 Mar 2002,1818,VVS Laxman,False,ODI
459,SC Ganguly,3,8,2/45,3/53,1,West Indies,Port of Spain,1 Jun 2002,1837,VVS Laxman,False,ODI
460,SC Ganguly,2,8,1/192,2/200,2,England,Colombo (RPS),22 Sep 2002,1884,VVS Laxman,False,ODI
